f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,label
46,1,62,75,28,6,-3,99,-66,-13,20,-15,-13,105,-90,-153,-101,-146,2
46,1,62,75,28,6,-4,98,-68,-15,19,-17,-13,104,-91,-154,-101,-147,2
46,1,62,75,28,6,-1,101,-66,-10,22,-13,-14,104,-91,-151,-102,-149,2
46,1,62,75,28,6,-4,97,-67,-16,18,-17,-12,105,-89,-154,-100,-145,2
46,1,62,75,28,6,0,100,-66,-11,20,-15,-14,104,-91,-152,-102,-148,2
46,1,62,75,28,6,-3,98,-66,-14,20,-15,-13,104,-89,-154,-101,-146,2
46,1,62,75,28,6,-4,98,-66,-15,19,-17,-13,104,-90,-153,-102,-147,2
46,1,62,75,28,6,-1,100,-64,-10,22,-13,-14,104,-91,-153,-101,-147,2
46,1,62,75,28,6,-4,97,-65,-15,19,-17,-13,104,-89,-154,-100,-146,2
46,1,62,75,28,6,-2,99,-64,-12,21,-15,-14,104,-91,-153,-102,-148,2
46,1,62,75,28,6,-2,97,-65,-14,20,-15,-13,104,-90,-154,-101,-146,2
46,1,62,75,28,6,-3,97,-65,-15,19,-17,-14,104,-91,-154,-101,-147,2
46,1,62,75,28,6,-2,99,-63,-11,22,-12,-14,104,-91,-153,-102,-147,2
46,1,62,75,28,6,-3,97,-64,-15,19,-17,-13,104,-90,-152,-101,-146,2
46,1,62,75,28,6,0,100,-63,-11,21,-13,-14,104,-91,-158,-100,-145,2
46,1,62,75,28,6,-3,97,-65,-14,20,-16,-13,105,-89,-153,-101,-145,2
46,1,62,75,28,6,-3,97,-65,-15,18,-17,-14,104,-91,-154,-101,-146,2
46,1,62,75,28,6,-1,100,-66,-11,21,-13,-14,104,-91,-153,-102,-147,2
46,1,62,75,28,6,-3,98,-67,-15,19,-16,-13,104,-90,-153,-101,-145,2
46,1,62,75,28,6,-1,101,-65,-10,21,-14,-13,104,-91,-154,-102,-146,2
46,1,62,75,28,6,-3,98,-67,-14,20,-16,-12,104,-89,-152,-102,-146,2
46,1,62,75,28,6,-3,98,-67,-15,19,-18,-14,104,-91,-153,-102,-146,2
46,1,62,75,28,6,-3,99,-66,-12,21,-13,-13,104,-90,-155,-102,-147,2
46,1,62,75,28,6,-4,97,-66,-15,19,-17,-13,104,-90,-151,-102,-146,2
46,1,62,75,28,6,0,101,-64,-11,22,-13,-14,104,-91,-155,-101,-146,2
46,1,62,75,28,6,-3,98,-65,-14,20,-16,-12,104,-89,-153,-101,-146,2
46,1,62,75,28,6,-3,97,-65,-15,18,-17,-13,104,-91,-154,-102,-147,2
46,1,62,75,28,6,-2,99,-64,-11,21,-13,-13,104,-91,-152,-101,-146,2
46,1,62,75,28,6,-3,98,-66,-15,19,-16,-13,104,-90,-155,-101,-146,2
46,1,62,75,28,6,-1,100,-65,-11,21,-13,-14,104,-91,-153,-101,-147,2
46,1,62,75,28,6,-2,98,-67,-12,20,-15,-13,104,-89,-153,-101,-146,2
46,1,62,75,28,6,-2,100,-66,-16,19,-17,-13,104,-90,-151,-101,-146,2
46,1,62,75,28,6,-3,100,-67,-13,21,-14,-13,104,-90,-152,-101,-146,2
46,1,62,75,28,6,-4,97,-66,-15,19,-17,-13,104,-90,-152,-103,-145,2
46,1,62,75,28,6,-1,101,-65,-10,21,-13,-14,104,-91,-151,-104,-145,2
46,1,62,75,28,6,-3,97,-66,-14,20,-16,-12,104,-88,-150,-104,-144,2
46,1,62,75,28,6,-2,98,-64,-14,19,-17,-14,104,-91,-153,-102,-147,2
46,1,62,75,28,6,-1,98,-65,-12,21,-14,-13,105,-90,-148,-104,-144,2
46,1,62,75,28,6,-3,98,-66,-16,19,-17,-13,104,-90,-152,-103,-148,2
46,1,62,75,28,6,0,101,-64,-11,22,-13,-14,104,-91,-150,-100,-147,2
46,1,62,75,28,6,-2,97,-66,-14,20,-16,-12,105,-89,-152,-101,-145,2
46,1,62,75,28,6,-1,99,-64,-14,19,-16,-14,104,-91,-154,-103,-146,2
46,1,62,75,28,6,-3,98,-64,-13,20,-15,-13,104,-90,-151,-103,-146,2
46,1,62,75,28,6,-4,96,-65,-15,19,-18,-14,104,-90,-154,-101,-145,2
46,1,62,75,28,6,0,100,-63,-10,22,-13,-14,104,-91,-153,-102,-144,2
46,1,62,75,28,6,-4,98,-66,-14,19,-16,-12,105,-88,-154,-102,-144,2
46,1,62,75,28,6,-2,99,-65,-13,20,-16,-14,104,-91,-154,-102,-146,2
46,1,62,75,28,6,-3,99,-66,-13,20,-15,-13,104,-90,-154,-101,-144,2
46,1,62,75,28,6,-4,98,-68,-15,19,-17,-14,104,-91,-157,-101,-142,2
46,1,62,75,28,6,0,101,-65,-10,22,-13,-14,104,-91,-154,-103,-146,2
46,1,62,75,28,6,-3,98,-67,-15,19,-17,-13,104,-89,-152,-102,-144,2
46,1,62,75,28,6,-1,100,-66,-13,20,-16,-14,104,-91,-155,-101,-145,2
46,1,62,75,28,6,-3,99,-67,-13,20,-15,-13,104,-90,-153,-102,-146,2
46,1,62,75,28,6,-4,98,-67,-15,19,-17,-13,104,-91,-155,-101,-145,2
46,1,62,75,28,6,0,100,-65,-10,22,-12,-14,104,-92,-154,-100,-146,2
46,1,62,75,28,6,-4,97,-66,-15,19,-16,-13,104,-89,-155,-102,-144,2
46,1,62,75,28,6,-1,99,-65,-12,20,-16,-14,104,-91,-156,-101,-146,2
46,1,62,75,28,6,-3,99,-66,-13,20,-14,-13,104,-90,-153,-102,-145,2
46,1,62,75,28,6,-3,98,-66,-15,19,-17,-14,104,-91,-153,-102,-145,2
46,1,62,75,28,6,-1,101,-69,-11,22,-14,-14,104,-91,-152,-103,-146,2
46,1,62,75,28,6,-4,99,-69,-15,19,-16,-13,104,-89,-154,-103,-146,2
46,1,62,75,28,6,-1,101,-68,-11,20,-16,-14,104,-91,-155,-102,-145,2
46,1,62,75,28,6,-3,99,-69,-13,20,-16,-13,104,-90,-154,-101,-146,2
46,1,62,75,28,6,-3,98,-69,-15,19,-17,-14,104,-90,-152,-101,-146,2
46,1,62,75,28,6,0,102,-68,-10,22,-13,-14,104,-91,-154,-102,-147,2
46,1,62,75,28,6,-3,98,-68,-15,19,-17,-13,104,-89,-153,-100,-145,2
46,1,62,75,28,6,-7,104,-99,6,86,-125,23,108,-95,-183,-91,-151,1
46,1,62,75,28,6,0,100,-68,-11,21,-15,-14,103,-91,-156,-101,-146,2
46,1,62,75,28,6,-2,99,-68,-14,19,-15,-13,104,-90,-157,-101,-145,2
46,1,62,75,28,6,-4,98,-69,-15,19,-17,-14,104,-91,-155,-101,-146,2
46,1,62,75,28,6,-1,101,-66,-11,22,-12,-14,104,-91,-154,-101,-147,2
46,1,62,75,28,6,-3,97,-66,-16,19,-16,-13,104,-89,-155,-100,-144,2
46,1,62,75,28,6,0,101,-66,-11,21,-15,-14,104,-91,-156,-101,-146,2
46,1,62,75,28,6,-2,98,-66,-13,20,-16,-12,104,-89,-155,-101,-146,2
46,1,62,75,28,6,-3,97,-67,-15,19,-17,-14,104,-91,-155,-101,-146,2
46,1,62,75,28,6,-1,101,-66,-11,21,-13,-14,104,-91,-156,-101,-147,2
46,1,62,75,28,6,-3,97,-67,-15,19,-18,-13,104,-89,-155,-100,-145,2
46,1,62,75,28,6,0,102,-66,-12,22,-13,-14,104,-91,-156,-100,-146,2
46,1,62,75,28,6,-2,98,-66,-14,20,-16,-12,105,-89,-156,-101,-146,2
46,1,62,75,28,6,-2,99,-68,-15,19,-17,-14,104,-90,-155,-101,-146,2
46,1,62,75,28,6,-1,100,-66,-12,21,-13,-13,104,-91,-156,-102,-148,2
46,1,62,75,28,6,-2,98,-67,-15,19,-17,-13,104,-90,-153,-100,-146,2
46,1,62,75,28,6,0,101,-66,-12,21,-13,-14,104,-91,-157,-100,-146,2
46,1,62,75,28,6,-3,98,-66,-15,20,-16,-13,104,-89,-156,-101,-146,2
46,1,62,75,28,6,-1,100,-68,-14,20,-16,-14,104,-91,-157,-100,-145,2
46,1,62,75,28,6,-2,99,-66,-14,20,-14,-13,104,-90,-156,-100,-146,2
46,1,62,75,28,6,-3,98,-67,-16,19,-17,-13,104,-90,-156,-101,-147,2
46,1,62,75,28,6,1,102,-66,-11,22,-12,-14,104,-91,-156,-101,-147,2
46,1,62,75,28,6,-2,97,-65,-15,20,-16,-13,105,-89,-154,-101,-147,2
46,1,62,75,28,6,-1,99,-65,-13,20,-16,-14,104,-91,-154,-101,-146,2
46,1,62,75,28,6,-1,99,-67,-14,20,-16,-12,105,-89,-155,-100,-147,2
46,1,62,75,28,6,-2,96,-64,-16,20,-18,-13,104,-90,-154,-101,-147,2
46,1,62,75,28,6,0,101,-64,-11,22,-12,-14,104,-91,-155,-101,-148,2
46,1,62,75,28,6,-3,98,-70,-15,20,-17,-13,104,-89,-154,-100,-146,2
46,1,62,75,28,6,0,101,-66,-12,21,-15,-14,104,-91,-156,-99,-147,2
46,1,62,75,28,6,-2,99,-68,-14,20,-16,-13,104,-90,-155,-100,-147,2
46,1,62,75,28,6,-3,99,-69,-16,18,-17,-14,104,-90,-155,-101,-147,2
46,1,62,75,28,6,-1,102,-68,-12,21,-12,-14,104,-91,-156,-101,-147,2
46,1,62,75,28,6,-3,99,-69,-15,19,-16,-13,104,-90,-154,-100,-147,2
46,1,62,75,28,6,0,101,-67,-10,21,-13,-14,104,-91,-154,-99,-145,2
46,1,62,75,28,6,-3,98,-72,-15,20,-17,-12,105,-88,-155,-100,-147,2
46,1,62,75,28,6,-2,101,-69,-14,19,-16,-13,104,-91,-154,-101,-149,2
46,1,62,75,28,6,-2,101,-70,-14,20,-16,-13,105,-90,-156,-101,-148,2
46,1,62,75,28,6,-4,98,-69,-16,19,-17,-14,104,-91,-155,-101,-148,2
46,1,62,75,28,6,1,102,-68,-10,23,-12,-14,104,-92,-153,-100,-147,2
46,1,62,75,28,6,-3,97,-69,-14,19,-17,-12,104,-89,-155,-99,-148,2
46,1,62,75,28,6,-1,101,-68,-10,21,-14,-14,104,-91,-154,-101,-148,2
46,1,62,75,28,6,-1,99,-68,-14,20,-16,-13,105,-89,-156,-100,-148,2
46,1,62,75,28,6,-3,99,-70,-16,19,-17,-14,104,-91,-154,-100,-147,2
46,1,62,75,28,6,-1,101,-67,-11,22,-12,-14,104,-92,-155,-101,-148,2
46,1,62,75,28,6,-2,97,-67,-15,18,-18,-14,104,-90,-154,-100,-147,2
46,1,62,75,28,6,1,103,-68,-8,21,-12,-14,104,-92,-153,-101,-147,2
46,1,62,75,28,6,-1,100,-67,-17,18,-16,-11,106,-88,-151,-99,-147,2
46,1,62,75,28,6,-3,102,-69,-11,22,-15,-14,105,-92,-153,-104,-148,2
46,1,62,75,28,6,-2,99,-68,-14,20,-15,-12,104,-88,-153,-98,-144,2
46,1,62,75,28,6,-2,99,-69,-17,18,-17,-14,104,-91,-159,-100,-149,2
46,1,62,75,28,6,0,100,-65,-10,21,-12,-14,104,-91,-154,-102,-148,2
46,1,62,75,28,6,-3,96,-66,-15,20,-17,-13,105,-90,-151,-101,-146,2
46,1,62,75,28,6,1,100,-64,-10,22,-12,-14,104,-91,-152,-101,-149,2
46,1,62,75,28,6,-2,97,-65,-15,20,-16,-12,105,-88,-151,-101,-150,2
46,1,62,75,28,6,-1,98,-65,-15,19,-17,-14,104,-91,-152,-100,-148,2
46,1,62,75,28,6,-2,98,-65,-12,20,-14,-13,104,-90,-150,-102,-148,2
46,1,62,75,28,6,-4,96,-65,-17,19,-17,-13,104,-90,-150,-103,-149,2
46,1,62,75,28,6,1,101,-64,-11,21,-12,-14,104,-91,-149,-100,-147,2
46,1,62,75,28,6,-3,97,-65,-15,19,-16,-13,104,-88,-144,-105,-150,2
46,1,62,75,28,6,-1,99,-64,-13,20,-16,-14,104,-91,-140,-107,-148,2
46,1,62,75,28,6,-2,97,-64,-14,19,-15,-13,104,-90,-139,-108,-146,2
46,1,62,75,28,6,-4,96,-65,-16,18,-17,-14,104,-91,-142,-112,-146,2
46,1,62,75,28,6,-1,100,-64,-11,21,-13,-14,104,-91,-140,-110,-142,2
46,1,62,75,28,6,-4,96,-66,-15,19,-17,-13,105,-89,-140,-111,-141,2
46,1,62,75,28,6,-1,99,-64,-12,21,-14,-14,104,-90,-137,-110,-144,2
46,1,62,75,28,6,-2,98,-66,-15,19,-16,-12,105,-90,-138,-113,-146,2
46,1,62,75,28,6,-3,99,-67,-16,19,-17,-13,104,-91,-139,-112,-144,2
46,1,62,75,28,6,-2,98,-64,-12,20,-13,-14,104,-91,-138,-113,-144,2
46,1,62,75,28,6,-4,97,-66,-15,19,-17,-14,104,-90,-136,-113,-143,2
46,1,62,75,28,6,-1,101,-65,-11,21,-13,-14,104,-91,-139,-113,-143,2
46,1,62,75,28,6,-4,97,-65,-15,18,-17,-12,105,-89,-136,-113,-141,2
46,1,62,75,28,6,-3,99,-64,-14,19,-16,-14,104,-91,-137,-113,-143,2
46,1,62,75,28,6,-3,97,-64,-14,20,-15,-13,104,-90,-137,-111,-143,2
46,1,62,75,28,6,-4,96,-65,-16,18,-17,-13,104,-90,-138,-112,-146,2
46,1,62,75,28,6,-2,101,-65,-10,21,-12,-14,104,-91,-141,-109,-146,2
46,1,62,75,28,6,-4,96,-65,-15,18,-16,-13,104,-89,-137,-107,-147,2
46,1,62,75,28,6,-1,100,-64,-12,20,-14,-14,104,-91,-141,-108,-150,2
46,1,62,75,28,6,-4,98,-67,-14,20,-15,-12,104,-89,-140,-106,-150,2
46,1,62,75,28,6,-4,98,-67,-15,18,-17,-13,104,-91,-140,-106,-149,2
46,1,62,75,28,6,-1,100,-65,-12,21,-13,-14,104,-91,-140,-108,-150,2
46,1,62,75,28,6,-3,98,-67,-15,18,-17,-13,104,-89,-137,-107,-150,2
46,1,62,75,28,6,-2,101,-65,-11,20,-13,-14,104,-91,-144,-108,-150,2
46,1,62,75,28,6,-4,98,-67,-14,19,-15,-12,104,-89,-138,-108,-148,2
46,1,62,75,28,6,-4,99,-67,-15,19,-17,-14,104,-91,-139,-109,-149,2
46,1,62,75,28,6,-3,99,-67,-13,21,-14,-14,104,-90,-138,-109,-149,2
46,1,62,75,28,6,-5,97,-67,-16,18,-17,-14,104,-90,-139,-110,-148,2
46,1,62,75,28,6,-1,101,-66,-10,22,-13,-13,104,-92,-138,-109,-147,2
46,1,62,75,28,6,-4,98,-67,-15,19,-16,-12,105,-89,-140,-111,-147,2
46,1,62,75,28,6,-2,100,-66,-13,19,-15,-14,104,-91,-138,-112,-148,2
46,1,62,75,28,6,-3,99,-68,-14,19,-16,-13,104,-89,-144,-110,-148,2
46,1,62,75,28,6,-5,98,-69,-16,18,-17,-14,104,-90,-141,-106,-152,2
46,1,62,75,28,6,-3,100,-65,-10,21,-12,-14,104,-91,-132,-107,-151,2
46,1,62,75,28,6,-5,97,-67,-15,19,-17,-13,104,-90,-136,-106,-156,2
46,1,62,75,28,6,-1,101,-66,-11,21,-14,-14,104,-92,-136,-107,-157,2
46,1,62,75,28,6,-5,98,-67,-14,18,-16,-12,105,-89,-141,-106,-157,2
46,1,62,75,28,6,-5,98,-67,-15,18,-17,-13,103,-91,-142,-107,-151,2
46,1,62,75,28,6,-4,99,-65,-13,20,-13,-13,104,-91,-137,-110,-152,2
46,1,62,75,28,6,-4,97,-66,-15,18,-17,-13,104,-90,-140,-110,-145,2
46,1,62,75,28,6,-1,101,-65,-11,21,-12,-14,104,-91,-142,-112,-144,2
46,1,62,75,28,6,-4,97,-66,-15,19,-17,-12,104,-88,-137,-110,-144,2
46,1,62,75,28,6,-1,99,-65,-13,19,-15,-13,104,-91,-142,-112,-148,2
46,1,62,75,28,6,-5,98,-66,-15,19,-15,-13,104,-90,-137,-105,-149,2
46,1,62,75,28,6,-6,96,-65,-16,18,-17,-14,104,-91,-131,-109,-156,2
46,1,62,75,28,6,-2,99,-62,-11,21,-12,-14,104,-91,-134,-107,-152,2
46,1,62,75,28,6,-5,97,-66,-16,19,-17,-13,105,-89,-141,-108,-146,2
46,1,62,75,28,6,0,100,-64,-11,20,-13,-14,104,-91,-139,-113,-149,2
46,1,62,75,28,6,-5,97,-66,-16,18,-17,-13,104,-89,-139,-112,-145,2
46,1,62,75,28,6,-3,98,-67,-14,18,-17,-14,104,-90,-137,-110,-146,2
46,1,62,75,28,6,-3,98,-65,-13,21,-14,-13,104,-91,-136,-111,-147,2
46,1,62,75,28,6,-4,97,-67,-16,18,-17,-13,104,-90,-138,-108,-148,2
46,1,62,75,28,6,-1,101,-65,-11,21,-13,-14,104,-91,-140,-110,-151,2
46,1,62,75,28,6,-5,98,-66,-15,19,-16,-13,104,-88,-135,-108,-148,2
46,1,62,75,28,6,-2,99,-66,-13,19,-15,-14,103,-91,-139,-109,-151,2
46,1,62,75,28,6,-4,98,-65,-14,20,-15,-13,105,-90,-136,-108,-149,2
46,1,62,75,28,6,-5,97,-66,-16,18,-17,-14,104,-90,-136,-110,-152,2
46,1,62,75,28,6,0,100,-64,-10,21,-12,-14,104,-91,-137,-110,-155,2
46,1,62,75,28,6,-5,97,-66,-16,18,-17,-13,104,-89,-140,-109,-151,2
46,1,62,75,28,6,-1,100,-65,-11,20,-13,-14,104,-92,-137,-109,-151,2
46,1,62,75,28,6,-4,98,-66,-15,19,-16,-13,104,-89,-136,-109,-151,2
46,1,62,75,28,6,-4,97,-66,-16,18,-17,-14,104,-90,-140,-107,-152,2
46,1,62,75,28,6,-2,99,-65,-12,20,-13,-14,104,-91,-140,-108,-152,2
46,1,62,75,28,6,-5,97,-65,-17,18,-17,-13,104,-90,-144,-106,-148,2
46,1,62,75,28,6,-1,100,-64,-11,21,-13,-14,104,-91,-139,-108,-151,2
46,1,62,75,28,6,-4,96,-65,-15,19,-17,-12,104,-89,-138,-108,-151,2
46,1,62,75,28,6,-3,98,-64,-14,19,-17,-14,104,-91,-137,-108,-151,2
46,1,62,75,28,6,-3,99,-65,-14,20,-14,-13,104,-90,-141,-106,-150,2
46,1,62,75,28,6,-5,96,-65,-16,18,-18,-13,104,-91,-140,-109,-151,2
46,1,62,75,28,6,0,100,-63,-11,21,-12,-14,104,-91,-140,-108,-150,2
46,1,62,75,28,6,-5,96,-64,-16,18,-17,-13,104,-89,-139,-108,-150,2
46,1,62,75,28,6,-1,99,-64,-12,20,-14,-14,104,-91,-139,-106,-150,2
46,1,62,75,28,6,-3,97,-64,-14,19,-15,-12,104,-89,-140,-109,-149,2
46,1,62,75,28,6,-4,97,-65,-17,18,-17,-13,104,-91,-139,-110,-148,2
46,1,62,75,28,6,-2,100,-65,-11,21,-12,-14,104,-92,-139,-110,-147,2
46,1,62,75,28,6,-4,97,-68,-15,19,-17,-14,104,-89,-139,-110,-147,2
46,1,62,75,28,6,-1,101,-65,-12,21,-14,-14,104,-91,-139,-110,-147,2
46,1,62,75,28,6,-3,98,-65,-15,18,-16,-13,104,-89,-138,-110,-144,2
46,1,62,75,28,6,-4,98,-67,-15,18,-18,-14,104,-91,-141,-112,-146,2
46,1,62,75,28,6,-2,99,-66,-12,21,-14,-13,104,-91,-140,-111,-144,2
46,1,62,75,28,6,-5,97,-67,-16,18,-17,-13,104,-91,-138,-111,-144,2
46,1,62,75,28,6,0,100,-65,-11,21,-13,-14,104,-92,-138,-111,-145,2
46,1,62,75,28,6,-4,98,-66,-15,19,-16,-12,105,-88,-138,-111,-144,2
46,1,62,75,28,6,-2,99,-65,-14,19,-16,-14,104,-91,-139,-112,-144,2
46,1,62,75,28,6,-3,98,-65,-14,20,-15,-13,104,-91,-138,-112,-145,2
46,1,62,75,28,6,-3,96,-64,-16,18,-17,-13,104,-90,-137,-113,-144,2
46,1,62,75,28,6,0,101,-64,-10,21,-12,-14,104,-91,-138,-112,-145,2
46,1,62,75,28,6,-4,97,-67,-15,19,-16,-12,105,-88,-145,-110,-148,2
46,1,62,75,28,6,-2,100,-64,-13,19,-15,-14,104,-91,-138,-107,-150,2
46,1,62,75,28,6,-3,97,-64,-14,19,-15,-13,104,-89,-144,-103,-151,2
46,1,62,75,28,6,-4,96,-63,-16,18,-17,-14,104,-91,-144,-102,-150,2
46,1,62,75,28,6,0,100,-63,-11,21,-12,-14,104,-92,-149,-102,-151,2
46,1,62,75,28,6,-3,99,-70,-15,19,-17,-12,105,-89,-147,-103,-152,2
46,1,62,75,28,6,-1,99,-62,-12,19,-13,-14,103,-92,-145,-102,-154,2
46,1,62,75,28,6,-3,98,-63,-15,19,-15,-13,105,-90,-144,-102,-151,2
46,1,62,75,28,6,-2,96,-67,-16,19,-18,-14,104,-90,-148,-101,-152,2
46,1,62,75,28,6,-2,99,-64,-12,21,-13,-14,104,-91,-148,-103,-153,2
46,1,62,75,28,6,-4,97,-66,-16,19,-16,-13,105,-90,-146,-103,-151,2
46,1,62,75,28,6,2,101,-66,-10,21,-13,-13,104,-91,-146,-104,-151,2
46,1,62,75,28,6,-1,98,-66,-15,19,-16,-12,105,-88,-146,-104,-153,2
46,1,62,75,28,6,0,99,-67,-15,18,-17,-13,104,-91,-144,-101,-151,2
46,1,62,75,28,6,-1,100,-67,-13,21,-13,-13,104,-91,-146,-105,-156,2
46,1,62,75,28,6,-4,98,-68,-16,18,-17,-13,104,-90,-146,-103,-148,2
46,1,62,75,28,6,1,101,-66,-11,21,-12,-14,104,-91,-145,-105,-152,2
46,1,62,75,28,6,-3,98,-67,-15,19,-16,-12,105,-89,-146,-102,-149,2
46,1,62,75,28,6,-2,99,-67,-14,19,-17,-14,104,-91,-146,-104,-151,2
46,1,62,75,28,6,-3,98,-66,-14,20,-14,-13,104,-90,-148,-105,-150,2
46,1,62,75,28,6,-4,97,-66,-16,19,-17,-13,104,-90,-144,-105,-150,2
46,1,62,75,28,6,0,101,-63,-11,22,-13,-14,104,-91,-145,-104,-149,2
46,1,62,75,28,6,-3,97,-66,-15,19,-16,-13,105,-89,-147,-104,-149,2
46,1,62,75,28,6,-1,99,-65,-13,20,-15,-14,104,-92,-148,-103,-149,2
46,1,62,75,28,6,-3,99,-65,-14,19,-15,-13,104,-89,-147,-104,-149,2
46,1,62,75,28,6,-4,97,-66,-16,18,-17,-13,104,-91,-144,-105,-151,2
46,1,62,75,28,6,-1,101,-64,-11,21,-12,-14,104,-91,-145,-105,-149,2
46,1,62,75,28,6,-3,97,-67,-14,19,-16,-13,105,-89,-146,-104,-150,2
46,1,62,75,28,6,-1,100,-65,-14,19,-16,-14,103,-92,-145,-104,-150,2
46,1,62,75,28,6,-3,98,-67,-15,19,-15,-13,105,-89,-147,-104,-148,2
46,1,62,75,28,6,-3,97,-66,-16,19,-17,-14,104,-91,-144,-106,-149,2
46,1,62,75,28,6,-2,100,-64,-11,21,-12,-14,104,-91,-146,-105,-149,2
46,1,62,75,28,6,-2,98,-67,-14,19,-16,-12,105,-89,-143,-105,-148,2
46,1,62,75,28,6,-1,100,-64,-13,20,-14,-14,104,-92,-149,-103,-151,2
46,1,62,75,28,6,-1,97,-64,-13,19,-15,-12,105,-89,-142,-104,-148,2
46,1,62,75,28,6,-4,96,-64,-17,18,-18,-14,104,-91,-145,-106,-150,2
46,1,62,75,28,6,-1,99,-63,-12,21,-12,-14,104,-91,-143,-104,-150,2
46,1,62,75,28,6,-3,96,-65,-16,18,-17,-13,104,-90,-145,-105,-149,2
46,1,62,75,28,6,2,100,-61,-11,21,-12,-14,104,-91,-145,-105,-150,2
46,1,62,75,28,6,-2,97,-64,-15,19,-16,-13,105,-89,-145,-105,-150,2
46,1,62,75,28,6,-2,97,-65,-15,19,-17,-14,104,-91,-145,-104,-149,2
46,1,62,75,28,6,-2,98,-63,-13,21,-13,-13,104,-91,-143,-105,-150,2
46,1,62,75,28,6,-3,97,-65,-16,18,-17,-13,104,-90,-145,-105,-149,2
46,1,62,75,28,6,0,100,-64,-11,21,-12,-14,104,-92,-144,-106,-150,2
46,1,62,75,28,6,-2,98,-65,-15,19,-16,-13,105,-89,-144,-105,-150,2
46,1,62,75,28,6,-2,97,-66,-15,19,-17,-14,104,-91,-144,-105,-151,2
46,1,62,75,28,6,-2,98,-65,-14,20,-14,-14,104,-91,-143,-104,-149,2
46,1,62,75,28,6,-3,97,-65,-16,18,-17,-13,104,-91,-143,-106,-151,2
46,1,62,75,28,6,0,101,-64,-11,21,-13,-14,104,-91,-144,-105,-150,2
46,1,62,75,28,6,-2,97,-65,-15,19,-16,-13,104,-88,-143,-105,-149,2
46,1,62,75,28,6,-1,99,-65,-13,19,-16,-14,104,-91,-145,-105,-151,2
46,1,62,75,28,6,-2,98,-66,-13,19,-15,-13,104,-89,-144,-104,-151,2
46,1,62,75,28,6,-3,96,-65,-16,18,-17,-14,104,-90,-145,-104,-151,2
46,1,62,75,28,6,0,100,-64,-11,21,-13,-14,104,-91,-146,-104,-150,2
46,1,62,75,28,6,-3,97,-66,-15,19,-16,-13,104,-89,-145,-105,-150,2
46,1,62,75,28,6,0,100,-64,-12,20,-15,-14,104,-91,-145,-104,-150,2
46,1,62,75,28,6,-3,98,-63,-16,18,-16,-12,104,-90,-145,-104,-148,2
46,1,62,75,28,6,-3,96,-64,-15,19,-18,-13,104,-90,-149,-104,-151,2
46,1,62,75,28,6,0,99,-62,-11,21,-12,-14,104,-92,-141,-106,-149,2
46,1,62,75,28,6,-2,97,-65,-15,19,-17,-13,105,-90,-146,-104,-150,2
46,1,62,75,28,6,0,99,-63,-12,20,-14,-14,104,-91,-144,-105,-150,2
46,1,62,75,28,6,-2,98,-66,-14,20,-15,-13,105,-89,-144,-105,-151,2
46,1,62,75,28,6,-3,97,-66,-16,18,-18,-13,104,-90,-145,-105,-150,2
46,1,62,75,28,6,0,99,-64,-11,21,-12,-14,104,-91,-145,-105,-150,2
46,1,62,75,28,6,-3,97,-67,-15,18,-17,-13,104,-90,-142,-105,-149,2
46,1,62,75,28,6,0,101,-65,-11,21,-13,-14,104,-91,-147,-104,-151,2
46,1,62,75,28,6,-3,98,-67,-14,19,-16,-13,104,-89,-145,-104,-148,2
46,1,62,75,28,6,-2,98,-66,-15,18,-17,-14,104,-91,-146,-105,-150,2
46,1,62,75,28,6,-1,99,-65,-12,21,-13,-13,104,-91,-145,-105,-149,2
46,1,62,75,28,6,-3,97,-66,-16,18,-17,-14,104,-90,-144,-105,-149,2
46,1,62,75,28,6,0,100,-63,-11,21,-12,-14,104,-91,-147,-103,-150,2
46,1,62,75,28,6,-2,97,-64,-15,19,-15,-12,104,-89,-144,-105,-148,2
46,1,62,75,28,6,-2,97,-63,-14,19,-17,-14,104,-92,-147,-104,-150,2
46,1,62,75,28,6,-1,98,-64,-13,20,-14,-13,104,-90,-143,-105,-149,2
46,1,62,75,28,6,-2,96,-64,-15,18,-17,-14,104,-90,-146,-105,-151,2
46,1,62,75,28,6,2,100,-62,-11,21,-13,-14,104,-91,-145,-103,-151,2
46,1,62,75,28,6,-3,97,-65,-15,19,-16,-12,104,-89,-143,-104,-150,2
46,1,62,75,28,6,-1,99,-64,-14,19,-16,-14,104,-91,-145,-104,-149,2
46,1,62,75,28,6,-1,99,-65,-13,19,-15,-13,104,-90,-146,-106,-150,2
46,1,62,75,28,6,-3,97,-67,-15,18,-17,-14,104,-90,-144,-105,-150,2
46,1,62,75,28,6,0,101,-65,-10,22,-12,-14,104,-92,-145,-105,-150,2
46,1,62,75,28,6,-3,97,-66,-16,19,-17,-12,105,-89,-144,-105,-148,2
46,1,62,75,28,6,0,100,-65,-13,20,-15,-14,104,-91,-146,-105,-151,2
46,1,62,75,28,6,-1,98,-65,-14,19,-15,-13,104,-89,-144,-104,-149,2
46,1,62,75,28,6,-3,96,-65,-16,18,-18,-14,104,-90,-143,-104,-150,2
46,1,62,75,28,6,0,100,-63,-11,22,-12,-14,104,-91,-143,-105,-151,2
